supplier,supplier_country,supplier_type,customer,customer_country,customer_type,product_service,category,criticality,share_pct,price_correlation_3m,is_sole_source,data_source
Broadcom Inc.,US,chip_designer,Corning,US,other,Analog and Mixed Signal Semiconductors partnership,other,3,,-0.500307,false,company-disclosure-rederived
Xcerra Corp.,US,chip_designer,Rohm,JP,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Browave,TW,other,NVIDIA,US,chip_designer,Optoelectronics Electronic Components supply,other,3,,-0.451115,false,company-disclosure-rederived
C3.ai A,US,epc,Alphabet,US,equipment_maker,Design and Engineering Software partnership,software_ip,2,,0.671621,false,company-disclosure-rederived
Yubico,SE,equipment_maker,"Meta Platforms, Inc.",US,ai_lab,Electronic Security Equipment supply,other,3,,0.478843,false,company-disclosure-rederived
Yubico,SE,equipment_maker,Cisco,US,other,Electronic Security Equipment supply,other,3,,-0.321329,false,company-disclosure-rederived
Yubico,SE,equipment_maker,Schneider Electric,FR,power_provider,Electronic Security Equipment supply,other,3,,-0.347581,false,company-disclosure-rederived
Yubico,SE,equipment_maker,Microsoft Corporation,US,cloud_provider,Electronic Security Equipment supply,other,3,,0.914038,false,company-disclosure-rederived
KEMET Corp.,US,other,Cisco,US,other,Passive Electronic Components supply,raw_materials,3,,,false,sec-edgar-rederived
Zhuhai Bojay Electronics A,CN,equipment_maker,Quanta Computer,TW,other,Industrial Machine Parts and Support Equipment supply,other,3,,0.030393,false,company-disclosure-rederived
Cirrus Logic,US,chip_designer,TSMC,TW,fab_operator,Analog and Mixed Signal Semiconductors partnership,other,2,,0.7701035,false,sec-edgar-rederived
Manulife US REIT-S,SG,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,Equity REITs supply,other,3,,0.726461,false,public-registry-disclosure-rederived
MapsPeople,DK,epc,Alphabet,US,equipment_maker,Design and Engineering Software partnership,software_ip,2,,,false,company-disclosure-rederived
Corsair Gaming,US,other,"Amazon.com, Inc.",US,cloud_provider,Module and Subassembly Components supply,other,3,,-0.011204,false,sec-edgar-rederived
"Matterport, Inc.",US,epc,"Amazon.com, Inc.",US,cloud_provider,Design and Engineering Software supply,software_ip,4,,,false,sec-edgar-rederived
"Matterport, Inc.",US,epc,"Meta Platforms, Inc.",US,ai_lab,Design and Engineering Software partnership,software_ip,2,,,false,sec-edgar-rederived
Maxone Semiconductor A,CN,chip_designer,ASE Technology Holding,TW,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.362111,false,company-disclosure-rederived
Maxone Semiconductor A,CN,chip_designer,SMIC,CN,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,4,,,false,company-disclosure-rederived
"SiFive, Inc.",US,chip_designer,Cadence,US,equipment_maker,Semiconductors partnership,other,2,,,false,company-disclosure-rederived
DNF Co,KR,other,SK Hynix,KR,fab_operator,Other Specialty/Performance Chemical Manufacturing supply,raw_materials,3,,0.918049,false,company-disclosure-rederived
Xerox Holdings,US,other,Jabil,US,other,Computer Peripherals partnership,other,2,,-0.680516,false,sec-edgar-rederived
MediaTek,TW,chip_designer,Acer,TW,other,Computer Systems procurement,other,3,,0.150123,false,company-disclosure-rederived
MediaTek,TW,chip_designer,"Amazon.com, Inc.",US,cloud_provider,Specialized Semiconductors supply,gpu_accelerator,3,,-0.620883,false,company-disclosure-rederived
Notion VTec,MY,other,Western Digital,US,other,Contract Electronic Manufacturing supply,advanced_packaging,3,,-0.612097,false,company-disclosure-rederived
MediaTek,TW,chip_designer,ASUSTek Computer,TW,other,General Computer Hardware procurement,other,3,,-0.1664,false,company-disclosure-rederived
MediaTek,TW,chip_designer,Garmin,CH,equipment_maker,Satellite Equipment procurement,networking,3,,0.400703,false,company-disclosure-rederived
MediaTek,TW,chip_designer,HP Inc,US,other,Computer Systems procurement,other,3,,-0.728141,false,company-disclosure-rederived
MediaTek,TW,chip_designer,Lenovo Group,HK,other,Specialized Semiconductors supply,gpu_accelerator,3,,0.420342,false,company-disclosure-rederived
ENGIE,FR,power_provider,"Meta Platforms, Inc.",US,ai_lab,Other Electric and Natural Gas Utilities supply,power_delivery,3,,-0.210461,false,company-disclosure-rederived
Qualcomm Inc,US,chip_designer,GlobalFoundries,US,equipment_maker,Specialized Semiconductors partnership,gpu_accelerator,5,,-0.65764,false,sec-edgar-rederived
FADU,KR,other,Western Digital,US,other,Module and Subassembly Components supply,other,3,,0.697765,false,company-disclosure-rederived
MediaTek,TW,chip_designer,TSMC,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,5,,0.8291345,false,company-disclosure-rederived
TomTom,NL,epc,"Amazon.com, Inc.",US,cloud_provider,Design and Engineering Software partnership,software_ip,2,,0.847378,false,company-disclosure-rederived
MediaTek,TW,chip_designer,Xiaomi B,CN,equipment_maker,Wireless Mobile Equipment procurement,networking,4,,-0.339845,false,company-disclosure-rederived
Megawin Technology,TW,chip_designer,ARM,GB,chip_designer,Processor Semiconductors partnership,gpu_accelerator,3,,0.565174,false,company-disclosure-rederived
Tower Semiconductor,IL,chip_designer,Cadence,US,equipment_maker,Semiconductor Manufacturing Services partnership,foundry_services,2,,-0.466831,false,sec-edgar-rederived
Mellanox Technologies Ltd.,IL,equipment_maker,AMD,US,chip_designer,Local Area Networking Equipment partnership,networking,2,,,false,sec-edgar-rederived
Mellanox Technologies Ltd.,IL,equipment_maker,ASE Technology Holding,TW,fab_operator,Local Area Networking Equipment partnership,networking,2,,,false,sec-edgar-rederived
Mellanox Technologies Ltd.,IL,equipment_maker,NVIDIA,US,chip_designer,Local Area Networking Equipment partnership,networking,2,,,false,sec-edgar-rederived
Mellanox Technologies Ltd.,IL,equipment_maker,Dell Technologies,US,other,Local Area Networking Equipment supply,networking,3,,,false,sec-edgar-rederived
Mellanox Technologies Ltd.,IL,equipment_maker,HPE,,chip_designer,Local Area Networking Equipment supply,networking,3,,,false,sec-edgar-rederived
Mellanox Technologies Ltd.,IL,equipment_maker,Microsoft Corporation,US,cloud_provider,Local Area Networking Equipment partnership,networking,2,,,false,sec-edgar-rederived
Metrodata Electronics,ID,other,"Amazon.com, Inc.",US,cloud_provider,IT Hardware Distributors partnership,other,2,,0.600369,false,company-disclosure-rederived
Metrodata Electronics,ID,other,Alphabet,US,equipment_maker,IT Hardware Distributors supply,other,3,,0.358546,false,company-disclosure-rederived
"Hutchinson Technology, Inc.",US,other,Western Digital,US,other,Data Storage Hardware supply,memory,3,,,false,sec-edgar-rederived
Ichor Holdings,US,chip_designer,Applied Materials,US,equipment_maker,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,8,,0.935402,false,sec-edgar-rederived
Micron,US,fab_operator,Albatron Technology,TW,other,IT Hardware Distributors procurement,other,3,,0.533706,false,company-disclosure-rederived
Illumina,US,other,NVIDIA,US,chip_designer,Scientific Products partnership,semiconductor_equipment,2,,0.187984,false,company-disclosure-rederived
Micron,US,fab_operator,Arrow Electron,US,other,Other IT Distributors procurement,other,3,,0.681282,false,company-disclosure-rederived
Micron,US,fab_operator,ASBISc Enterprises,CY,other,IT Hardware Distributors procurement,other,4,,0.738365,false,company-disclosure-rederived
Micron,US,fab_operator,Convergent Systems (S) Pte Ltd.,SG,other,Electronics Distributors procurement,other,3,,,false,company-disclosure-rederived
Micron,US,fab_operator,"D&H Distributing Co., Inc.",US,other,Electronics Distributors procurement,other,3,,,false,company-disclosure-rederived
TSMC,TW,fab_operator,Intel,US,fab_operator,Semiconductor Manufacturing Services supply,foundry_services,3,,0.4017995,false,sec-edgar-rederived
Micron,US,fab_operator,NVIDIA,US,chip_designer,Specialized Semiconductors procurement,gpu_accelerator,3,,-0.064104,false,sec-edgar-rederived
Micron,US,fab_operator,Macnica Galaxy,TW,other,Other IT Distributors procurement,other,3,,0.124677,false,company-disclosure-rederived
Micron,US,fab_operator,Insight Enterprises,US,other,IT Hardware Distributors procurement,other,3,,-0.134084,false,company-disclosure-rederived
Micron,US,fab_operator,Paltek Corp.,JP,other,Other IT Distributors procurement,other,3,,,false,company-disclosure-rederived
Micron,US,fab_operator,RYODEN,JP,other,Other IT Distributors procurement,other,4,,-0.243589,false,company-disclosure-rederived
Micron,US,fab_operator,"Super Micro Computer, Inc.",US,other,Computer Systems procurement,other,3,,0.19035950000000001,false,sec-edgar-rederived
Micron,US,fab_operator,TD SYNNEX Corp,US,other,IT Hardware Distributors procurement,other,6,,0.382499,false,company-disclosure-rederived
Micron,US,fab_operator,Uniquest,KR,other,Other IT Distributors procurement,other,3,,0.024196,false,company-disclosure-rederived
Micron,US,fab_operator,Unitrontech,KR,chip_designer,Memory Semiconductors procurement,memory,4,,-0.193043,false,company-disclosure-rederived
Micron,US,fab_operator,WPG Holding,TW,other,Other IT Distributors procurement,other,3,,0.427632,false,company-disclosure-rederived
Inventec,TW,other,NVIDIA,US,chip_designer,Contract Electronic Manufacturing partnership,advanced_packaging,2,,0.303634,false,company-disclosure-rederived
Inventec,TW,other,HPE,,chip_designer,Contract Electronic Manufacturing supply,advanced_packaging,3,,-0.267301,false,company-disclosure-rederived
Jadard Technology A,CN,other,Alphabet,US,equipment_maker,Module and Subassembly Components supply,other,3,,0.648937,false,company-disclosure-rederived
TSMC,TW,fab_operator,Renesas,JP,equipment_maker,Semiconductor Manufacturing Services supply,foundry_services,4,,0.8134496250000001,false,company-disclosure-rederived
INTEST CORP,,other,Broadcom Inc.,US,chip_designer,SEC segment disclosure: INTEST CORP → BROADCOM INC,other,,,,false,sec_edgar
Amdocs Ltd.,US,other,AT&T CORP,,other,SEC segment disclosure: AMDOCS → AT&T INC,other,,,,false,sec_edgar
Marumae,JP,chip_designer,Tokyo Electron,JP,equipment_maker,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,8,,0.5319455,false,company-disclosure-rederived
MediaTek,TW,chip_designer,Micron,US,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,0.768906,false,company-disclosure-rederived
MediaTek,TW,chip_designer,Sony Group,JP,other,General Computer Hardware procurement,other,3,,-0.549777,false,company-disclosure-rederived
Micron,US,fab_operator,Avnet,US,other,Other IT Distributors procurement,other,8,,0.722727,false,company-disclosure-rederived
Micron,US,fab_operator,WT Microelectronics,TW,other,Other IT Distributors procurement,other,4,,0.566271,false,company-disclosure-rederived
Samsung,KR,equipment_maker,Apple,US,other,General Computer Hardware supply,other,4,,-0.19004500000000002,false,company-disclosure-rederived
Sequans Communications ADR,FR,chip_designer,TSMC,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,-0.615793,false,sec-edgar-rederived
"SiFive, Inc.",US,chip_designer,Synopsys,US,equipment_maker,Semiconductors partnership,other,2,,,false,company-disclosure-rederived
SK Hynix,KR,fab_operator,Corsair Gaming,US,other,Module and Subassembly Components procurement,other,3,,-0.245993,false,sec-edgar-rederived
ASE Technology Holding,TW,fab_operator,TSMC,TW,fab_operator,OSAT packaging and testing services for TSMC-fabricated chips (including CoWoS-equivalent advanced packaging),osat_services,8,,,false,sec-edgar-rederived
Mobileye BV,IL,other,STMicroelectronics,CH,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,2,,,false,sec-edgar-rederived
Nokia,FI,equipment_maker,AMD,US,chip_designer,Other Communications Equipment partnership,networking,3,,-0.612554,false,company-disclosure-rederived
Nokia,FI,equipment_maker,Apple,US,other,Other Communications Equipment supply,networking,3,,-0.35513,false,company-disclosure-rederived
Nokia,FI,equipment_maker,Broadcom Inc.,US,chip_designer,Other Communications Equipment partnership,networking,2,,-0.52429,false,company-disclosure-rederived
Nokia,FI,equipment_maker,Dell Technologies,US,other,Other Communications Equipment partnership,networking,2,,0.85752,false,company-disclosure-rederived
Zuken,JP,epc,Synopsys,US,equipment_maker,Design and Engineering Software partnership,software_ip,3,,0.887976,false,company-disclosure-rederived
Zoom,JP,other,"Amazon.com, Inc.",US,cloud_provider,Media Industry Electronics Manufacturing supply,other,3,,-0.204401,false,sec-edgar-rederived
Yubico,SE,equipment_maker,"Amazon.com, Inc.",US,cloud_provider,Electronic Security Equipment supply,other,3,,0.809686,false,company-disclosure-rederived
Vantiva,FR,equipment_maker,Alphabet,US,equipment_maker,Wide Area Networking Equipment supply,networking,3,,0.384896,false,company-disclosure-rederived
Ultra Clean,US,chip_designer,Lam Research,US,equipment_maker,SEC segment disclosure: ULTRA CLEAN HOLDINGS INC → LAM RESEARCH CORP,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec-edgar-rederived; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
"Siliconware Precision Industries Co., Ltd.",TW,chip_designer,AMD,US,chip_designer,SEC segment disclosure: SILICONWARE PRECISION INDS → ADVANCED MICRO DEVICES,other,,,,false,sec-edgar-rederived
"Siliconware Precision Industries Co., Ltd.",TW,chip_designer,NVIDIA,US,chip_designer,SEC segment disclosure: SILICONWARE PRECISION INDS → NVIDIA CORP,other,,,,false,sec-edgar-rederived
PLAYTIKA HOLDING CORP,,other,"Meta Platforms, Inc.",US,ai_lab,SEC segment disclosure: PLAYTIKA HOLDING CORP → META PLATFORMS INC,other,,,,false,sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar
ZYNGA INC,,other,Apple,US,other,SEC segment disclosure: ZYNGA INC → APPLE INC,other,,,,false,sec-edgar-rederived
ZYNGA INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: ZYNGA INC → ALPHABET INC,other,,,,false,sec-edgar-rederived
RLJ ENTERTAINMENT INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: RLJ ENTERTAINMENT INC → AMAZON.COM INC,other,,,,false,sec-edgar-rederived
Ichor Holdings,US,chip_designer,Applied Materials,US,equipment_maker,SEC segment disclosure: ICHOR HOLDINGS LTD → APPLIED MATERIALS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
TRANSPORTATION & LOG SYS INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: TRANSPORTATION & LOG SYS INC → AMAZON.COM INC,other,,,,false,sec-edgar-rederived
IAC INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: IAC INC → ALPHABET INC,other,,,,false,sec_edgar
Terreno Realty,US,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: TERRENO REALTY CORP → AMAZON.COM INC,other,,,,false,sec_edgar
Terreno Realty,US,colocation_provider,"Meta Platforms, Inc.",US,ai_lab,SEC segment disclosure: TERRENO REALTY CORP → META PLATFORMS INC,other,,,,false,sec_edgar
ACTIVISION BLIZZARD INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: ACTIVISION BLIZZARD INC → ALPHABET INC,other,,,,false,sec-edgar-rederived
ACTIVISION BLIZZARD INC,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: ACTIVISION BLIZZARD INC → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
DUPONT FABROS TECHNOLOGY INC,,other,"Meta Platforms, Inc.",US,ai_lab,SEC segment disclosure: DUPONT FABROS TECHNOLOGY INC → META PLATFORMS INC,other,,,,false,sec-edgar-rederived
DUPONT FABROS TECHNOLOGY INC,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: DUPONT FABROS TECHNOLOGY INC → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
DIVX INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: DIVX INC → ALPHABET INC,other,,,,false,sec-edgar-rederived
Neonode,SE,chip_designer,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: NEONODE INC → AMAZON.COM INC,other,,,,false,sec_edgar
BELLRING BRANDS INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: BELLRING BRANDS INC → AMAZON.COM INC,other,,,,false,sec_edgar
DHI GROUP INC,,other,Oracle Corporation,US,cloud_provider,SEC segment disclosure: DHI GROUP INC → ORACLE CORP,other,,,,false,sec_edgar
KONTOOR BRANDS INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: KONTOOR BRANDS INC → AMAZON.COM INC,other,,,,false,sec_edgar
GLU MOBILE INC,,other,Apple,US,other,SEC segment disclosure: GLU MOBILE INC → APPLE INC,other,,,,false,sec-edgar-rederived
GLU MOBILE INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: GLU MOBILE INC → ALPHABET INC,other,,,,false,sec-edgar-rederived
AEROGROW INTERNATIONAL INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: AEROGROW INTERNATIONAL INC → AMAZON.COM INC,other,,,,false,sec-edgar-rederived
SNAP INTERACTIVE INC -OLD,,other,Apple,US,other,SEC segment disclosure: SNAP INTERACTIVE INC -OLD → APPLE INC,other,,,,false,sec-edgar-rederived
CELSIUS HOLDINGS INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: CELSIUS HOLDINGS INC → AMAZON.COM INC,other,,,,false,sec_edgar
ARLO TECHNOLOGIES INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: ARLO TECHNOLOGIES INC → AMAZON.COM INC,other,,,,false,sec_edgar
SILICON GRAPHICS INTL CORP,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: SILICON GRAPHICS INTL CORP → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
"Dolby Laboratories, Inc.",US,epc,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: DOLBY LABORATORIES INC → MICROSOFT CORP,other,,,,false,sec_edgar
LAZARD INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: LAZARD INC → ALPHABET INC,other,,,,false,sec_edgar
Datavault AI,US,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: DATAVAULT AI INC → AMAZON.COM INC,other,,,,false,sec_edgar
PRESTIGE CONSUMER HEALTHCARE,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: PRESTIGE CONSUMER HEALTHCARE → AMAZON.COM INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,"Meta Platforms, Inc.",US,ai_lab,SEC segment disclosure: DIGITAL REALTY TRUST INC → META PLATFORMS INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Zayo,US,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → ZAYO GROUP HOLDINGS INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Cyxtera,,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → CYXTERA TECHNOLOGIES INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Lumen Technologies,US,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → LUMEN TECHNOLOGIES INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,LINKEDIN CORP,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → LINKEDIN CORP,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Comcast,US,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → COMCAST CORP,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,IBM,IT,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → INTL BUSINESS MACHINES CORP,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Oracle Corporation,US,cloud_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → ORACLE CORP,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,"Equinix, Inc.",US,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → EQUINIX INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,JPMorgan Chase,,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → JPMORGAN CHASE & CO,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,AT&T CORP,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → AT&T INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Morgan Stanley,US,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → MORGAN STANLEY,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,UBER TECHNOLOGIES INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → UBER TECHNOLOGIES INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,EBAY INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → EBAY INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,"Verizon Communications, Inc.",,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → VERIZON COMMUNICATIONS INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,DEUTSCHE BANK AG,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → DEUTSCHE BANK AG,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,ALTABA INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → ALTABA INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,PFIZER INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → PFIZER INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Level 3 Communications,,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → LEVEL 3 COMMUNICATIONS INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → AMAZON.COM INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,Tata Communications,IN,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → TATA COMMUNICATIONS LTD,other,,,,false,sec_edgar
Intel,US,fab_operator,Dell Technologies,US,other,SEC >10% customer disclosure,gpu_accelerator,,,,false,sec_edgar
Digital Realty,US,colocation_provider,QWEST COMMUNICATION INTL INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → QWEST COMMUNICATION INTL INC,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,SAVVIS INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → SAVVIS INC,other,,,,false,sec_edgar
Borqs Technologies,HK,other,Marvell Technology,US,chip_designer,SEC segment disclosure: BORQS TECHNOLOGIES INC → MARVELL TECHNOLOGY INC,other,,,,false,sec_edgar
Borqs Technologies,HK,other,Intel,US,fab_operator,SEC segment disclosure: BORQS TECHNOLOGIES INC → INTEL CORP,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,INTERNAP CORP,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → INTERNAP CORP,other,,,,false,sec_edgar
FEI Co.,US,other,Applied Materials,US,equipment_maker,SEC segment disclosure: FEI CO → APPLIED MATERIALS INC,other,,,,false,sec-edgar-rederived
ANADIGICS INC,,other,Intel,US,fab_operator,SEC segment disclosure: ANADIGICS INC → INTEL CORP,other,,,,false,sec-edgar-rederived
NETGEAR,US,equipment_maker,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: NETGEAR INC → AMAZON.COM INC,other,,,,false,sec_edgar
Enpro,US,equipment_maker,Applied Materials,US,equipment_maker,SEC segment disclosure: ENPRO INC → APPLIED MATERIALS INC,other,,,,false,sec_edgar
Enpro,US,equipment_maker,ASML,NL,equipment_maker,SEC segment disclosure: ENPRO INC → ASML HOLDING NV,other,,,,false,sec_edgar
FormFactor,US,equipment_maker,TSMC,TW,fab_operator,SEC segment disclosure: FORMFACTOR INC → TAIWAN SEMICONDUCTOR MFG CO,other,,,,false,sec_edgar
FormFactor,US,equipment_maker,Intel,US,fab_operator,SEC segment disclosure: FORMFACTOR INC → INTEL CORP,other,,,,false,sec_edgar; sec-edgar-rederived; sec-edgar-rederived; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
FormFactor,US,equipment_maker,Micron,US,fab_operator,SEC segment disclosure: FORMFACTOR INC → MICRON TECHNOLOGY INC,other,,,,false,sec_edgar
Trio-Tech International,US,equipment_maker,AMD,US,chip_designer,SEC segment disclosure: TRIO-TECH INTERNATIONAL → ADVANCED MICRO DEVICES,other,,,,false,sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
Texas Instruments,US,chip_designer,Apple,US,other,SEC segment disclosure: TEXAS INSTRUMENTS INC → APPLE INC,other,,,,false,sec_edgar
MOSYS INC,,other,TSMC,TW,fab_operator,SEC segment disclosure: MOSYS INC → TAIWAN SEMICONDUCTOR MFG CO,other,,,,false,sec-edgar-rederived
KLA,US,equipment_maker,TSMC,TW,fab_operator,SEC >10% customer disclosure,semiconductor_equipment,,,,false,sec_edgar
TRANSMETA CORP,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: TRANSMETA CORP → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
SEMITOOL INC,,other,Intel,US,fab_operator,SEC segment disclosure: SEMITOOL INC → INTEL CORP,other,,,,false,sec-edgar-rederived
SEMITOOL INC,,other,AMD,US,chip_designer,SEC segment disclosure: SEMITOOL INC → ADVANCED MICRO DEVICES,other,,,,false,sec-edgar-rederived
Entegris,US,equipment_maker,TSMC,TW,fab_operator,SEC segment disclosure: ENTEGRIS INC → TAIWAN SEMICONDUCTOR MFG CO,other,,,,false,sec_edgar
Entegris,US,equipment_maker,Applied Materials,US,equipment_maker,SEC segment disclosure: ENTEGRIS INC → APPLIED MATERIALS INC,other,,,,false,sec_edgar
Entegris,US,equipment_maker,Micron,US,fab_operator,SEC segment disclosure: ENTEGRIS INC → MICRON TECHNOLOGY INC,other,,,,false,sec_edgar
Entegris,US,equipment_maker,ASML,NL,equipment_maker,SEC segment disclosure: ENTEGRIS INC → ASML HOLDING NV,other,,,,false,sec_edgar
AZENTA INC,,other,Applied Materials,US,equipment_maker,SEC segment disclosure: AZENTA INC → APPLIED MATERIALS INC,other,,,,false,sec_edgar
Marvell Technology,US,chip_designer,Toshiba Corp.,JP,other,SEC segment disclosure: MARVELL TECHNOLOGY INC → TOSHIBA CORP,networking,,,,false,sec-edgar-rederived
Entegris,US,equipment_maker,Lam Research,US,equipment_maker,SEC segment disclosure: ENTEGRIS INC → LAM RESEARCH CORP,other,,,,false,sec_edgar
Ceva,US,equipment_maker,Intel,US,fab_operator,SEC segment disclosure: CEVA INC → INTEL CORP,other,,,,false,sec_edgar
Micron,US,fab_operator,HP Inc,US,other,SEC segment disclosure: MICRON TECHNOLOGY INC → HP INC,memory,,,,false,sec_edgar
Micron,US,fab_operator,Dell Technologies,US,other,SEC segment disclosure: MICRON TECHNOLOGY INC → DELL TECHNOLOGIES INC,memory,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar
CMC Materials LLC,US,other,TSMC,TW,fab_operator,SEC segment disclosure: CMC MATERIALS INC → TAIWAN SEMICONDUCTOR MFG CO,other,,,,false,sec-edgar-rederived
CMC Materials LLC,US,other,Intel,US,fab_operator,SEC segment disclosure: CMC MATERIALS INC → INTEL CORP,other,,,,false,sec-edgar-rederived
CONVERSANT INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: CONVERSANT INC → ALPHABET INC,other,,,,false,sec-edgar-rederived
